Date,Text,Normalized_Text_NLTK,Normalized_Text_Slang
04/2024,1. Fore 2. Point 3. Kenangan 4. Janji jiwa 5. Tomoro, fore  point  kenangan  janji jiwa  tomoro,fore point kenangan janji jiwa tomoro
04/2024,"Fore, diantara kopken, janjiw, point, fore, fami dan tomoro Karena blm pernah coba yg lain",fore diantara kopken janjiw point fore fami dan tomoro karena blm pernah coba yg lain,fore diantara kopi kenangan janjiw point fore fami dan tomoro karena belum pernah coba yang lain
04/2024,Akhir akhir ini lagi suka fore sih,akhir akhir ini lagi suka fore sih,akhir akhir ini lagi suka fore sih
04/2024,"1. Kopi Tuku ( Kopi susu tetangga ) 2. Fore ( Butterscotch Sea Salt Latte ) 3. Janji Jiwa ( Kopi susu sahabat ) 4. Flash Coffee ( Seasalt Latte Gula Aren ) 5. Kopi Soe ( Butterscotch ice cream latte ) ini tanpa ice cream nya bisa request Semua aku beli tanpa gula, mantep bgt", kopi tuku  kopi susu tetangga   fore  butterscotch sea salt latte   janji jiwa  kopi susu sahabat   flash coffee  seasalt latte gula aren   kopi soe  butterscotch ice cream latte  ini tanpa ice cream nya bisa request semua aku beli tanpa gula mantep bgt,kopi tuku kopi susu tetangga fore butterscotch sea salt latte janji jiwa kopi susu sahabat flash coffee seasalt latte gula aren kopi soe butterscotch ice cream latte ini tanpa ice cream nya bisa request semua aku beli tanpa gula mantap banget
04/2024,fore sama point coffe sih juwara umum di aku,fore sama point coffe sih juwara umum di aku,fore sama point coffe sih juwara umum di aku
04/2024,Fore sih enak,fore sih enak,fore sih enak
04/2024,Kamu pasti pilih fore kan @Hafinda8,kamu pasti pilih fore kan ,kamu pasti pilih fore kan
04/2024,gue jatuh cinta bgt sama fore!,gue jatuh cinta bgt sama fore,aku jatuh cinta banget sama fore
04/2024,Fore is the right way wkwkwkwkkwkw,fore is the right way wkwkwkwkkwkw,fore is the right way wkwkwkwkkwkw
04/2024,"janjiw, fore, point",janjiw fore point,janjiw fore point
04/2024,"arabica tapi bikin boncos, wkwk jd pilih fore atau tomoro",arabica tapi bikin boncos wkwk jd pilih fore atau tomoro,arabica tapi bikin boncos wkwk jadi pilih fore atau tomoro
04/2024,Lagi jatuh hati sama fore gwe,lagi jatuh hati sama fore gwe,lagi jatuh hati sama fore gwe
04/2024,Fore sama point sih,fore sama point sih,fore sama point sih
04/2024,"fore/point sih, kopken sama janjiw di aku rasanya ga masuk sisanya gaada outletnya disini",forepoint sih kopken sama janjiw di aku rasanya ga masuk sisanya gaada outletnya disini,forepoint sih kopi kenangan sama janjiw di aku rasanya tidak masuk sisanya tidak ada uang outletnya disini
04/2024,"Ga suka kopi. Pernah nyobain butterscotchnya fore sekali lgsg pusing seharian bjir, trus jantungnya jg berdetak kenceng bgt dan itu bikin gak nyaman",ga suka kopi pernah nyobain butterscotchnya fore sekali lgsg pusing seharian bjir trus jantungnya jg berdetak kenceng bgt dan itu bikin gak nyaman,tidak suka kopi pernah nyobain butterscotchnya fore sekali langsung pusing seharian bjir terus jantungnya juga berdetak kenceng banget dan itu bikin gak nyaman
04/2024,% Point Fore Tuku, point fore tuku,point fore tuku
04/2024,itu yg diantara tuku sama fore kopi apa?,itu yg diantara tuku sama fore kopi apa,itu yang diantara tuku sama fore kopi apa
04/2024,Kopi kenangan (light salted caramel macchiato) aman buat yg ada gerd,kopi kenangan light salted caramel macchiato aman buat yg ada gerd,kopi kenangan terang salted caramel macchiato aman buat yang ada gerd
04/2024,Fave aku Fore! Di sini ga ada tapi suka banget kopi di bawah tangga yang kopis susu kampung.,fave aku fore di sini ga ada tapi suka banget kopi di bawah tangga yang kopis susu kampung,fave aku fore di sini tidak ada tapi suka banget kopi di bawah tangga yang kopis susu kampung
04/2024,Fore yang butterscotch sea salt cintaak pol,fore yang butterscotch sea salt cintaak pol,fore yang butterscotch sea salt cintaak pol
04/2024,kopi susu gula aren : 1. Bangraden (Kopi Rakyat) 2. Point Coffee (Palm sugar latte) 3. Tuku (Tetangga) 4. Calf (Kopi Calf Premium) 5. Kopken (Kkm) 6. Familymart (ksk),kopi susu gula aren   bangraden kopi rakyat  point coffee palm sugar latte  tuku tetangga  calf kopi calf premium  kopken kkm  familymart ksk,kopi susu gula aren bangraden kopi rakyat point coffee palm gula latte tuku tetangga calf kopi calf premium kopi kenangan kkm familymart ksk
04/2024,"KopKen, Point Coffee, Tuku, Calf.",kopken point coffee tuku calf,kopi kenangan point coffee tuku calf
04/2024,btw arabica ga apple to apple. 1. tuku 2. fore 3. kopken 4. fm 5. nako (kopsus duren oat ls) sisanya yauda aja imo,btw arabica ga apple to apple  tuku  fore  kopken  fm  nako kopsus duren oat ls sisanya yauda aja imo,ngomong-ngomong arabica tidak apple to apple tuku fore kopi kenangan fm nako kopsus durian oat ls sisanya yauda saja imo
04/2024,fore sm tuku!!!,fore sm tuku,fore sama tuku
04/2024,"Kopi tukuuuuuuu >>>>>>> point, kopken, fore, baru sisanya. Belom pernah cobain arabica bikoz mehong",kopi tukuuuuuuu  point kopken fore baru sisanya belom pernah cobain arabica bikoz mehong,kopi tukuuuuuuu point kopi kenangan fore baru sisanya belum pernah cobain arabica bikoz mehong
04/2024,fore sama tuku sih paling,fore sama tuku sih paling,fore sama tuku sih paling
04/2024,Fore sm Nako best bgt di lambungku yg amat lemah,fore sm nako best bgt di lambungku yg amat lemah,fore sama nako best banget di lambungku yang amat lemah
04/2024,Favoritku Fore sih demi allah itu kopi surga banget,favoritku fore sih demi allah itu kopi surga banget,favoritku fore sih demi allah itu kopi surga banget
04/2024,"1. Tuku / family mart (karakter nya sama) 2. Point / kopken ( versi strong nya) 3. Fore,butterscotch nya jadi pembeda Nah dah sisa nya lupa sama rasa. Teruntuk % (ntah apa nyebut nya), muahal nya ga ngotak.", tuku  family mart karakter nya sama  point  kopken  versi strong nya  forebutterscotch nya jadi pembeda nah dah sisa nya lupa sama rasa teruntuk  ntah apa nyebut nya muahal nya ga ngotak,tuku family mart karakter nya sama point kopi kenangan versi strong nya forebutterscotch nya jadi pembeda nah deh sisa nya lupa sama rasa teruntuk ntah apa nyebut nya mahal nya tidak ngotak
04/2024,1. Tuku (kopisusu tetangga) 2. Fore (butterscotch) 3. Kopken (salted caramel), tuku kopisusu tetangga  fore butterscotch  kopken salted caramel,tuku kopisusu tetangga fore butterscotch kopi kenangan salted caramel
04/2024,"FORE FOR BETTER LIFE, eh tapi kopken paling enak sih mnurut w",fore for better life eh tapi kopken paling enak sih mnurut w,fore for better life eh tapi kopi kenangan paling enak sih mnurut w
04/2024,fore ngga ada tanding nya siii enak parahh,fore ngga ada tanding nya siii enak parahh,fore tidak ada tanding nya siii enak parahh
04/2024,"Kalo kopsus aren rank gue ini: 1) Tuku 2) Fore 3) KopKen 4) Nako Sayangnya KopKen ga punya konsistensi rasa di setiap cabang. Kalo udah masuk ke rasa non aren, Fore juara di lidah gue.",kalo kopsus aren rank gue ini  tuku  fore  kopken  nako sayangnya kopken ga punya konsistensi rasa di setiap cabang kalo udah masuk ke rasa non aren fore juara di lidah gue,kalau kopsus aren rank aku ini tuku fore kopi kenangan nako sayangnya kopi kenangan tidak punya konsistensi rasa di setiap cabang kalau sudah masuk ke rasa non aren fore juara di lidah aku
04/2024,"dulu gw suka bgt kulo, mau ngampus beli kulo dulu. Skrg suka bgt fore, ngopi dikit pgn fore",dulu gw suka bgt kulo mau ngampus beli kulo dulu skrg suka bgt fore ngopi dikit pgn fore,dulu saya suka banget kulo mau pergi ke kampus beli kulo dulu sekarang suka banget fore ngopi dikit ingin fore
04/2024,Fore sama point sih. Aaaaa ternyata aku punya taste sih bisa bedain rasa kopi satu sama lain,fore sama point sih aaaaa ternyata aku punya taste sih bisa bedain rasa kopi satu sama lain,fore sama point sih aaaaa ternyata aku punya taste sih bisa bedain rasa kopi satu sama lain
04/2024,"1. fore (variatif kopinya tapi enak2) 2. point coffee (variatif, murah, enak!) 3. tuku (murah, basic) 4. tomoro (murah sering promo, enak) 5. kopken (strong) 6. fami (murah, oklah) 7. kulo (kopinya ok aja tp cookies & cream nya best!) 8. kopi soe 9. janjiw (b aja)", fore variatif kopinya tapi enak  point coffee variatif murah enak  tuku murah basic  tomoro murah sering promo enak  kopken strong  fami murah oklah  kulo kopinya ok aja tp cookies  cream nya best  kopi soe  janjiw b aja,fore variatif kopinya tapi enak point coffee variatif murah enak tuku murah basic tomoro murah sering promo enak kopi kenangan strong fami murah oklah kulo kopinya ok saja tapi cookies cream nya best kopi soe janjiw b saja
04/2024,"1. fore (variatif kopinya tapi enak2) 2. point coffee (variatif, murah, enak!) 3. tuku (murah, basic) 4. tomoro (murah sering promo, enak) 5. kopken (strong) 6. fami (murah, oklah) 7. kulo (kopinya ok aja tp cookies & cream nya best!) 8. kopi soe 9. janjiw (b aja)", fore variatif kopinya tapi enak  point coffee variatif murah enak  tuku murah basic  tomoro murah sering promo enak  kopken strong  fami murah oklah  kulo kopinya ok aja tp cookies  cream nya best  kopi soe  janjiw b aja,fore variatif kopinya tapi enak point coffee variatif murah enak tuku murah basic tomoro murah sering promo enak kopi kenangan strong fami murah oklah kulo kopinya ok saja tapi cookies cream nya best kopi soe janjiw b saja
04/2024,1. Bukanagara 2. Fore 3. Point, bukanagara  fore  point,bukanagara fore point
04/2024,"Fore, tuku, kopken, Ya ga @xlovelizzie",fore tuku kopken ya ga ,fore tuku kopi kenangan iya tidak
04/2024,"belum coba semuanya sih, tp fore jawabanku",belum coba semuanya sih tp fore jawabanku,belum coba semuanya sih tapi fore jawabanku
04/2024,KOPI KENANGAN tuh rasanya beda dari yang lain bikin nagih. Sisanya enak juga cuman kurang ciri khas menurutku,kopi kenangan tuh rasanya beda dari yang lain bikin nagih sisanya enak juga cuman kurang ciri khas menurutku,kopi kenangan tuh rasanya beda dari yang lain bikin nagih sisanya enak juga cuman kurang ciri khas menurutku
04/2024,ARABICA DAN FORE!!!!!!,arabica dan fore,arabica dan fore
04/2024,kopsus sahabat janjiw sama butterscoth sea salt latte fore,kopsus sahabat janjiw sama butterscoth sea salt latte fore,kopsus sahabat janjiw sama butterscoth sea salt latte fore
04/2024,Fore tapi mahal bagi anak kos-kosan,fore tapi mahal bagi anak koskosan,fore tapi mahal bagi anak koskosan
04/2024,akhir akhir ini gua lagi suka fore,akhir akhir ini gua lagi suka fore,akhir akhir ini saya lagi suka fore
04/2024,"fore (abis gajian), tuku (pas deket), point (pas hemat)",fore abis gajian tuku pas deket point pas hemat,fore habis gajian tuku pas deket point pas hemat
04/2024,1. Tuku 2. Fore sisanya kurang pas di lidah gw, tuku  fore sisanya kurang pas di lidah gw,tuku fore sisanya kurang pas di lidah saya
04/2024,1. Point coffee (pandan coffee) 2. Kenangan (Oatside Kenangan less sugar), point coffee pandan coffee  kenangan oatside kenangan less sugar,point coffee pandan coffee kenangan oatside kenangan kurang gula
04/2024,Hadeh siang2 gini jd pengen beli fore,hadeh siang gini jd pengen beli fore,hadeh siang gini jadi pengen beli fore
04/2024,"Arah, kopken, tuku, fore <3",arah kopken tuku fore ,arah kopi kenangan tuku fore
04/2024,"fore, tomoro, point, janjiw",fore tomoro point janjiw,fore tomoro point janjiw
04/2024,FORE sejauh ini paling konsisten POINT fav sblm nyoba fore. prnh dpt zonk < 3 kali FAMI enak cm yaudah JANJIW kdg ad hint aneh di minumanny KOPKEN kdg ga konsisten strong/ngga kopiny pernah nyoba bnyk tp diantara smwny paling sering minum yg 5 itu,fore sejauh ini paling konsisten point fav sblm nyoba fore prnh dpt zonk   kali fami enak cm yaudah janjiw kdg ad hint aneh di minumanny kopken kdg ga konsisten strongngga kopiny pernah nyoba bnyk tp diantara smwny paling sering minum yg  itu,fore sejauh ini paling konsisten point favorit sblm nyoba fore pernah dapat bodoh kali fami enak cm ya sudah janjiw kdg ada hint aneh di minumanny kopi kenangan kdg tidak konsisten strongngga kopiny pernah nyoba banyak tapi diantara smwny paling sering minum yang itu
04/2024,"Fore(takarannya pas semua ga perlu pesen less sugar), tuku(kalo ga pesen less bakal muanis bgt), kopken & janji(ini klo lagi pgn kopi yg strong).",foretakarannya pas semua ga perlu pesen less sugar tukukalo ga pesen less bakal muanis bgt kopken  janjiini klo lagi pgn kopi yg strong,foretakarannya pas semua tidak perlu pesen kurang gula tukukalo tidak pesen kurang bakal muanis banget kopi kenangan janjiini kalau lagi ingin kopi yang strong
04/2024,"kopi tuku, fore, kopken, point",kopi tuku fore kopken point,kopi tuku fore kopi kenangan point
04/2024,Kopi susu jatuh ke tuku Rasa lain jatuh ke fore Klo americano gw naksir bgt sama tomoro,kopi susu jatuh ke tuku rasa lain jatuh ke fore klo americano gw naksir bgt sama tomoro,kopi susu jatuh ke tuku rasa lain jatuh ke fore kalau americano saya naksir banget sama tomoro
04/2024,"fami tuku fore point, makmur djaya si ga ketinggalan",fami tuku fore point makmur djaya si ga ketinggalan,fami tuku fore point makmur djaya si tidak ketinggalan
04/2024,kalo strong janjiw kopken kulo tuku. kalo yg enak fore point. yaallah kangen ngopi yaallah,kalo strong janjiw kopken kulo tuku kalo yg enak fore point yaallah kangen ngopi yaallah,kalau strong janjiw kopi kenangan kulo tuku kalau yang enak fore point yaallah kangen ngopi yaallah
04/2024,"Fore, tuku, calf",fore tuku calf,fore tuku calf
04/2024,fore tomoro janjiw kenangan disini gaada tuku,fore tomoro janjiw kenangan disini gaada tuku,fore tomoro janjiw kenangan disini tidak ada uang tuku
04/2024,"fore, titik koma, tuku",fore titik koma tuku,fore titik koma tuku
04/2024,"Fore! Nampol pisan. Padahal gw minum kopi dukun alias kopi tubruk yg item pekat gitel, malah turu tp fore cespleng bikin besoknya jg masih melek",fore nampol pisan padahal gw minum kopi dukun alias kopi tubruk yg item pekat gitel malah turu tp fore cespleng bikin besoknya jg masih melek,fore nampol sangat padahal saya minum kopi dukun alias kopi tubruk yang hitam pekat gitel bahkan turu tapi fore cespleng bikin besoknya juga masih melek
04/2024,Arah dan fore,arah dan fore,arah dan fore
04/2024,Kalo menilai berdasar property 1. Tuku 2. Point 3. Kenangan 4. Fami 5. Fore,kalo menilai berdasar property  tuku  point  kenangan  fami  fore,kalau menilai berdasar property tuku point kenangan fami fore
04/2024,"1. fore 2. tomoro 3.kulo 4. kopken 5. janjiw harusnya top 3 ada sb, tp still boikot", fore  tomoro kulo  kopken  janjiw harusnya top  ada sb tp still boikot,fore tomoro kulo kopi kenangan janjiw harusnya top ada sb tapi masih boikot
04/2024,Dulu sih fore,dulu sih fore,dulu sih fore
04/2024,1. tuku 2. fore 3. kopkenn 4. fami cafe 5. tomoro tuku enak tp kalo minum lamgsung bikin gemeter, tuku  fore  kopkenn  fami cafe  tomoro tuku enak tp kalo minum lamgsung bikin gemeter,tuku fore kopkenn fami cafe tomoro tuku enak tapi kalau minum lamgsung bikin gemeter
04/2024,"Fore, kopken, janjiw, point",fore kopken janjiw point,fore kopi kenangan janjiw point
04/2024,Kopi saku Point Coffee + es batu,kopi saku point coffee  es batu,kopi saku point coffee es batu
04/2024,"Kopken tuh comfort bgt, klo fore enakk, aku dh nyobain tuku tp kt ku overcreamy",kopken tuh comfort bgt klo fore enakk aku dh nyobain tuku tp kt ku overcreamy,kopi kenangan tuh comfort banget kalau fore enakk aku dh nyobain tuku tapi kita ku overcreamy
04/2024,"kl dr creamynya ak suka tikom, tuku, trs fore",kl dr creamynya ak suka tikom tuku trs fore,kalau dr creamynya saya suka tikom tuku terus fore
04/2024,FORE terfavorit sepanjang masa,fore terfavorit sepanjang masa,fore terfavorit sepanjang masa
04/2024,"Best three	 Tuku Kulo Fore 3 Ini jg okayy Djournal (di mall2 pengganti sbx, better than sbx imho) Golden black Flash Yang belom dicoba Harlan Holden",best three	 tuku kulo fore  ini jg okayy djournal di mall pengganti sbx better than sbx imho golden black flash yang belom dicoba harlan holden,best three tuku kulo fore ini juga okayy djournal di mall pengganti sbx better than sbx in my humble opinion golden black flash yang belum dicoba harlan holden
04/2024,"Kopi kenangan (kenangan mantan), Fami cafe (dulce latte)",kopi kenangan kenangan mantan fami cafe dulce latte,kopi kenangan kenangan mantan fami cafe dulce latte
04/2024,"Kopi kenangan, fami cafe, semenjak ada kopi2 ini. Njuk aku meh takon karo starbucks, heyy kowe ki ngopo e? Meh cepet sugih ra ngono carane.",kopi kenangan fami cafe semenjak ada kopi ini njuk aku meh takon karo starbucks heyy kowe ki ngopo e meh cepet sugih ra ngono carane,kopi kenangan fami cafe semenjak ada kopi ini njuk aku meh takon karo starbucks heyy kowe ki ngopo e meh cepat sugih ra ngono carane
04/2024,"Aku suka kopi susu yg gak strong, creamy manis alias lebih ke susu kopi jd aku suka bgtt Golden Black Coffee. Aman pula di perut yg bermasalah sm lambung. Fore jg enak yg Praline tp msh strong. Kulo kopi susu keju enak. Kopi nako durian enak. Kopisoe butterscotch jg enak.",aku suka kopi susu yg gak strong creamy manis alias lebih ke susu kopi jd aku suka bgtt golden black coffee aman pula di perut yg bermasalah sm lambung fore jg enak yg praline tp msh strong kulo kopi susu keju enak kopi nako durian enak kopisoe butterscotch jg enak,aku suka kopi susu yang gak strong creamy manis alias lebih ke susu kopi jadi aku suka bgtt golden black coffee aman pula di perut yang bermasalah sama lambung fore juga enak yang praline tapi masih strong kulo kopi susu keju enak kopi nako durian enak kopisoe butterscotch juga enak
04/2024,"Fore, janjiw, soe, famima",fore janjiw soe famima,fore janjiw soe famima
04/2024,"01. Kopi kenangan my favsss! semua menu kopinya gaada yang gagal <3 02. Fore, enak bgtbgt tapi harganya lbh pricey dari kopken aja wkwk 03. Point, famima â€“ enak!! tapi famima suka ga konsisten rasanya kl beda outlet 04. Tomoro â€“ caramel macchiatonya bezzztt <3", kopi kenangan my favsss semua menu kopinya gaada yang gagal   fore enak bgtbgt tapi harganya lbh pricey dari kopken aja wkwk  point famima  enak tapi famima suka ga konsisten rasanya kl beda outlet  tomoro  caramel macchiatonya bezzztt ,kopi kenangan my favsss semua menu kopinya tidak ada uang yang gagal fore enak bgtbgt tapi harganya lbh pricey dari kopi kenangan saja wkwk point famima enak tapi famima suka tidak konsisten rasanya kalau beda outlet tomoro caramel macchiatonya bezzztt
04/2024,"01. Kopi kenangan my favsss! semua menu kopinya gaada yang gagal <3 02. Fore, enak bgtbgt tapi harganya lbh pricey dari kopken aja wkwk 03. Point, famima â€“ enak!! tapi famima suka ga konsisten rasanya kl beda outlet 04. Tomoro â€“ caramel macchiatonya bezzztt <3", kopi kenangan my favsss semua menu kopinya gaada yang gagal   fore enak bgtbgt tapi harganya lbh pricey dari kopken aja wkwk  point famima  enak tapi famima suka ga konsisten rasanya kl beda outlet  tomoro  caramel macchiatonya bezzztt ,kopi kenangan my favsss semua menu kopinya tidak ada uang yang gagal fore enak bgtbgt tapi harganya lbh pricey dari kopi kenangan saja wkwk point famima enak tapi famima suka tidak konsisten rasanya kalau beda outlet tomoro caramel macchiatonya bezzztt
04/2024,fore (butterscotch all the time)	 janji jiwa (kopi susu sahabat) duuuuuh,fore butterscotch all the time	 janji jiwa kopi susu sahabat duuuuuh,fore butterscotch all the time janji jiwa kopi susu sahabat duuuuuh
04/2024,1. Fore 2. Tomoro 3. Lawson (apa tdk adaa..) 4. Point Huhu versi ku, fore  tomoro  lawson apa tdk adaa  point huhu versi ku,fore tomoro lawson apa tidak adaa point huhu versi ku
04/2024,"1. Tuku, calf, tomoro 2. Famima, janjiw, kopken, nako 3. Selain itu Fore sama % arabica blm nyoba soalnya", tuku calf tomoro  famima janjiw kopken nako  selain itu fore sama  arabica blm nyoba soalnya,tuku calf tomoro famima janjiw kopi kenangan nako selain itu fore sama arabica belum nyoba soalnya
04/2024,"1. Fore (Cafe Malt / Butterscotch Sea Salt, shot +1, less sweet) 2. Point (Caramel Macchiato, shot +1, less sweet) 3. Tuku (di Mdn alternatifnya Tamoe yang lebih kelat dibanding Tuku) 4. KopKen (Mantan, wajib shot +1 Jawara beans & jumbo) Yang lain gak masuk karena gak cocok.", fore cafe malt  butterscotch sea salt shot  less sweet  point caramel macchiato shot  less sweet  tuku di mdn alternatifnya tamoe yang lebih kelat dibanding tuku  kopken mantan wajib shot  jawara beans  jumbo yang lain gak masuk karena gak cocok,fore cafe malt butterscotch sea salt shot kurang sweet point caramel macchiato shot kurang sweet tuku di mdn alternatifnya tamoe yang lebih kelat dibanding tuku kopi kenangan mantan wajib shot jawara beans jumbo yang lain gak masuk karena gak cocok
04/2024,"Kulo, point, kopi kenangan, janji jiwa.. Baru segitu yg di coba",kulo point kopi kenangan janji jiwa baru segitu yg di coba,kulo point kopi kenangan janji jiwa baru segitu yang di coba
04/2024,fore sama tuku udah nggak bisa didebat,fore sama tuku udah nggak bisa didebat,fore sama tuku sudah tidak bisa didebat
04/2024,Kopi tuku still dabezzzz next is fore,kopi tuku still dabezzzz next is fore,kopi tuku masih dabezzzz lanjut is fore
04/2024,"Aku suka matcha nya point coffee sih, kalo americano aku belum pernah coba dari yg di atas",aku suka matcha nya point coffee sih kalo americano aku belum pernah coba dari yg di atas,aku suka matcha nya point coffee sih kalau americano aku belum pernah coba dari yang di atas
04/2024,Fore sama kulo tuh matcha nya enakkkkkk walaupun gak minta less sugar udah enak matcha nya berasa.,fore sama kulo tuh matcha nya enakkkkkk walaupun gak minta less sugar udah enak matcha nya berasa,fore sama kulo tuh matcha nya enakkkkkk walaupun gak minta kurang gula sudah enak matcha nya berasa
04/2024,Fore gk ada yang gk enak,fore gk ada yang gk enak,fore gk ada yang gk enak
04/2024,"Fore butterscotch sea salt dan point yg caramel macchiato, cuman kalo akhir bulan biasanya kopi liong jg udah enak bgt sih",fore butterscotch sea salt dan point yg caramel macchiato cuman kalo akhir bulan biasanya kopi liong jg udah enak bgt sih,fore butterscotch sea salt dan point yang caramel macchiato cuman kalau akhir bulan biasanya kopi liong juga sudah enak banget sih
04/2024,"Kalo suka yg strong, ya janji jiwa paling mantep. Tapi rasa kopinya point sama fore enak juga",kalo suka yg strong ya janji jiwa paling mantep tapi rasa kopinya point sama fore enak juga,kalau suka yang strong iya janji jiwa paling mantap tapi rasa kopinya point sama fore enak juga
04/2024,"Yg paling enak jelas %arabica tp gabsa disandingin kaya tuku, point, fore dll",yg paling enak jelas arabica tp gabsa disandingin kaya tuku point fore dll,yang paling enak jelas arabica tapi gabsa disandingin kaya tuku point fore dan lain-lain
04/2024,Fore - tuku - pointcoffee - sisanya tergantung mood,fore  tuku  pointcoffee  sisanya tergantung mood,fore tuku pointcoffee sisanya tergantung mood
04/2024,"Kenangan, janji jiwa, nako, fore enak sii. Tapi nako udh prnh bikin sy ga tidur smpe jam 3 pagi",kenangan janji jiwa nako fore enak sii tapi nako udh prnh bikin sy ga tidur smpe jam  pagi,kenangan janji jiwa nako fore enak sii tapi nako sudah pernah bikin saya tidak tidur smpe jam pagi
04/2024,"1. tuku (tetangga) 2. fore (praline, butterscotch sea salt) 3. arabica (kyoto, tapi harganya tidak baik) 4. famima (sekalian beli chicken buldak, corndog dll)", tuku tetangga  fore praline butterscotch sea salt  arabica kyoto tapi harganya tidak baik  famima sekalian beli chicken buldak corndog dll,tuku tetangga fore praline butterscotch sea salt arabica kyoto tapi harganya tidak baik famima sekalian beli chicken buldak corndog dan lain-lain
04/2024,"di dom ku ga banyak nemu kopi yang aku suka, dah sering cobain cafeÂ², sejauh ini paling suka point coffee & maxx coffee untuk strong, fore & konnichiwa buat yang mild excelso tentu sj enakkk tapi sejauh ini beli versi sachet, belum pernah beli di cafenya wkkw",di dom ku ga banyak nemu kopi yang aku suka dah sering cobain cafe sejauh ini paling suka point coffee  maxx coffee untuk strong fore  konnichiwa buat yang mild excelso tentu sj enakkk tapi sejauh ini beli versi sachet belum pernah beli di cafenya wkkw,di dom ku tidak banyak nemu kopi yang aku suka deh sering cobain cafe sejauh ini paling suka point coffee maxx coffee untuk strong fore konnichiwa buat yang mild excelso tentu saja enakkk tapi sejauh ini beli versi sachet belum pernah beli di cafenya wkkw
04/2024,"di dom ku ga banyak nemu kopi yang aku suka, dah sering cobain cafeÂ², sejauh ini paling suka point coffee & maxx coffee untuk strong, fore & konnichiwa buat yang mild excelso tentu sj enakkk tapi sejauh ini beli versi sachet, belum pernah beli di cafenya wkkw",di dom ku ga banyak nemu kopi yang aku suka dah sering cobain cafe sejauh ini paling suka point coffee  maxx coffee untuk strong fore  konnichiwa buat yang mild excelso tentu sj enakkk tapi sejauh ini beli versi sachet belum pernah beli di cafenya wkkw,di dom ku tidak banyak nemu kopi yang aku suka deh sering cobain cafe sejauh ini paling suka point coffee maxx coffee untuk strong fore konnichiwa buat yang mild excelso tentu saja enakkk tapi sejauh ini beli versi sachet belum pernah beli di cafenya wkkw
04/2024,1. Fore 2. Kopken 3. Point 4. Janjiwa Baru nyoba 4 itu sih sisanya belom pernah.., fore  kopken  point  janjiwa baru nyoba  itu sih sisanya belom pernah,fore kopi kenangan point janjiwa baru nyoba itu sih sisanya belum pernah
04/2024,Fore sama point oke sih,fore sama point oke sih,fore sama point oke sih
04/2024,"cuma pernah nyobain point, kopi kenangan, sama janji jiwa aja. dari ketiga itu aku paling suka point",cuma pernah nyobain point kopi kenangan sama janji jiwa aja dari ketiga itu aku paling suka point,cuma pernah nyobain point kopi kenangan sama janji jiwa saja dari ketiga itu aku paling suka point
04/2024,"Klo pgn yg susu bgt tuku, kl pgn yg ringan susu nya famimart. Fore kyk gooday skali aja belinya dah mahal g ada aroma"" kopi nya gt",klo pgn yg susu bgt tuku kl pgn yg ringan susu nya famimart fore kyk gooday skali aja belinya dah mahal g ada aroma kopi nya gt,kalau ingin yang susu banget tuku kalau ingin yang ringan susu nya famimart fore seperti gooday skali saja belinya deh mahal g ada aroma kopi nya begitu
04/2024,"baru nyoba matcha yang jajaran atas, menurtku matcha paling enak punya fore",baru nyoba matcha yang jajaran atas menurtku matcha paling enak punya fore,baru nyoba matcha yang jajaran atas menurtku matcha paling enak punya fore
04/2024,aku bukan anak kopi tp sejauh ini suka fore siih,aku bukan anak kopi tp sejauh ini suka fore siih,aku bukan anak kopi tapi sejauh ini suka fore siih
04/2024,fore enaaaak bgt tp harganya mayan,fore enaaaak bgt tp harganya mayan,fore enaaaak banget tapi harganya mayan
04/2024,"1. Tuku (Kopsu Tetangga) 2. Fore (butterscotch & irish latte) 3. Kopken (kenangan mantan, matchanya enak pol) 4. Janjiw (Kopi soklat) semuanya harus less sugar / half sugar tp tuku gaada di jogja:(", tuku kopsu tetangga  fore butterscotch  irish latte  kopken kenangan mantan matchanya enak pol  janjiw kopi soklat semuanya harus less sugar  half sugar tp tuku gaada di jogja,tuku kopsu tetangga fore butterscotch irish latte kopi kenangan kenangan mantan matchanya enak pol janjiw kopi soklat semuanya harus kurang gula half gula tapi tuku tidak ada uang di jogja
04/2024,Kalo berdasarkan brand yg ada di foto ini sih 1. Tuku (kopi susu tetangga) 2. Arabica (Kyoto latte) 3. Fore (double shaken ice latte),kalo berdasarkan brand yg ada di foto ini sih  tuku kopi susu tetangga  arabica kyoto latte  fore double shaken ice latte,kalau berdasarkan brand yang ada di foto ini sih tuku kopi susu tetangga arabica kyoto latte fore double shaken ice latte
04/2024,1. % Arabica - Ice Spanish Latte 2. Fore - Berry Manuka Americano 3. Tuku - Es Kopi Susu Tetangga 4. Dibawah Tangga - Kopi Susu Kampung 5. Kopi Soe - Es Kopi Roem,  arabica  ice spanish latte  fore  berry manuka americano  tuku  es kopi susu tetangga  dibawah tangga  kopi susu kampung  kopi soe  es kopi roem,arabica ice spanish latte fore berry manuka americano tuku es kopi susu tetangga dibawah tangga kopi susu kampung kopi soe es kopi roem
